dbname,dbversion,dbpubname,sample_id,YEAR,URL,DOI,figure_number_of_targetZT,label_of_targetZT_in_figure,figure_label_description,"mat_dimension(bulk, film, 1D, 2D)",GROUP,BASEMAT,Composition_by_element,Composition_detailed,SINTERING
tematdb,v1.1.6,teMatDb272,1,2011.0,https://doi.org/10.1038/NCHEM.955,10.1038/NCHEM.955,Figure 4,2% SrTe,PbTe-1%SrTe-2%SrTe,Bulk,PbTe,PbTe,PbTe SrTe NaTe,(PbTe)0.97(SrTe)0.02(Na2Te)0.01,na
tematdb,v1.1.6,teMatDb272,4,2015.0,https://doi.org/10.1038/ncomms9144,10.1038/ncomms9144,Figure 2(a),x = 0.12,FeNb1-x Hfx Sb,Bulk,HH,HH,FeNbHfSb,FeNb0.88Hf0.12Sb,SPS
tematdb,v1.1.6,teMatDb272,6,2015.0,https://doi.org/10.1002/adma.201501030,10.1002/adma.201501030,Figure 1(b),Cu2S0.52Te0.48,,Bulk,Cu2Q,M2Q,CuSTe,Cu2S0.52Te0.48,SPS
tematdb,v1.1.6,teMatDb272,7,2008.0,https://doi.org/10.1126/science.1159725,10.1126/science.1159725,Figure 1(b),2% Tl,Tl0.02Pb0.98Te,Bulk,PbTe,PbTe,TlPbTe ,Tl0.02Pb0.98Te ,HP
tematdb,v1.1.6,teMatDb272,9,2014.0,https://doi.org/10.1038/am.2013.86,10.1038/am.2013.86,Figure 8(a),HD-Sb1.7,,Bulk,Bi2Te3,Bi2Te3,BiSbTe,Bi0.3Sb1.7Te3,HP
tematdb,v1.1.6,teMatDb272,10,2016.0,https://doi.org/10.1039/c5ee02979a,10.1039/c5ee02979a,Figure 7,p-type PbTe,PbTe-2%MgTe-4%Na (p-type PbTe–2% MgTe doped with 4% Na),Bulk,PbTe,PbTe,PbTe MgTe Na,(PbTe)0.96(MgTe)0.02Na0.04,SPS
tematdb,v1.1.6,teMatDb272,11,2016.0,https://doi.org/10.1039/c5ee02979a,10.1039/c5ee02979a,Figure 7,n-type PbTe,n-type PbTe doped with 0.2% PbI2,Bulk,PbTe,PbTe,PbTe PbI,(PbTe)0.998(PbI2)0.002,SPS
tematdb,v1.1.6,teMatDb272,12,2015.0,https://doi.org/10.1126/science.aaa4166,10.1126/science.aaa4166,Figure 1C,Te-MS,"Te-MS,red",Bulk,Bi2Te3,Bi2Te3,BiSbTe,Bi0.5Sb1.5Te3 + 25wt% Te,SPS
tematdb,v1.1.6,teMatDb272,13,2016.0,https://doi.org/10.1038/ncomms10287,10.1038/ncomms10287,Figure 1,2.65x10^19,2.65x10^19,Bulk,Element,Te,Te As,Te + As-doping,HP
tematdb,v1.1.6,teMatDb272,14,2011.0,https://doi.org/10.1002/aenm.201100149,10.1002/aenm.201100149,Figure 5(f),re-pressed(perp press),re-pressed Cu0.01Bi2Te2.7Se0.3  (triangle),Bulk,Bi2Te3,Bi2Te3,CuBiTeSe,Cu0.01Bi2Te2.7Se0.3,SPS
tematdb,v1.1.6,teMatDb272,15,2012.0,https://doi.org/10.1103/PhysRevLett.108.166601,10.1103/PhysRevLett.108.166601,Figure 1(d),x=0.7,"x=0.7, actual composition Mg2:15Si0:28Sn0:71Sb0:006 (see Table 1)",Bulk,Silicide,Mg2Si,MgSiSb,Mg2Si0.3Sb0.7,SPS
tematdb,v1.1.6,teMatDb272,16,2016.0,https://doi.org/10.1038/am.2016.67,10.1038/am.2016.67,Figure 8(d),TP460-3,TP 460-3,Bulk,Bi2Te3,Bi2Te3,BiTeSe,Bi2Te2.2Se0.8,SPS
tematdb,v1.1.6,teMatDb272,17,2011.0,https://doi.org/10.1038/nature09996,10.1038/nature09996,Figure 2,x = 0.15,"x = 0.15, p-PbTe(1-x)Se(x) materials doped with 2 atom % Na",Bulk,PbTe,PbTe,PbTeSe,PbTe0.85Se0.15,HP
tematdb,v1.1.6,teMatDb272,18,2011.0,https://doi.org/10.1039/c0ee00456a,10.1039/c0ee00456a,Figure 4,9.0x10^19 ,9.0x10^19 (open square),Bulk,PbTe,PbTe,PbTeNa,NaxPb1-xTe (0.5% < x < 2%),HP
tematdb,v1.1.6,teMatDb272,19,2008.0,https://doi.org/10.1126/science.1156446,10.1126/science.1156446,Figure 2E,Nano,Nano,Bulk,Bi2Te3,Bi2Te3,BiSbTe,BiSbTe alloy,HP
tematdb,v1.1.6,teMatDb272,23,2014.0,https://doi.org/10.1073/pnas.1403601111,10.1073/pnas.1403601111,Figure 2,QH,"QH (filled square, black)",Bulk,PbTe,PbTe,PbNaTe,Pb0.98Na0.02Te,HP
tematdb,v1.1.6,teMatDb272,25,2012.0,https://doi.org/10.1021/ja306527n,10.1021/ja306527n,Figure 4(f),Pb0.975Na0.025S+3%CdS,"Pb0.975Na0.025S+3%CdS (green, triangle)",Bulk,Sulfide,PbS,PbNaS CdS,Pb0.975Na0.025S+3mol% CdS,SPS
tematdb,v1.1.6,teMatDb272,28,2015.0,https://doi.org/10.1126/science.aad3749,10.1126/science.aad3749,Figure 1(a),Hole doped SnSe (b-axis),hole doped b axis,Bulk,Selenide,SnSe,SnNaSe,Sn0.985Na0.015Se,na
tematdb,v1.1.6,teMatDb272,31,2007.0,https://doi.org/10.1016/j.jssc.2006.12.010,10.1016/j.jssc.2006.12.010,Figure 5,x=0.4,"x = 0.4, (Bi2Te3)0.9-(Bi2-xAgxSe3)0.1",Bulk,Bi2Te3,Bi2Te3,BiAgTeSe,Bi1.96Ag0.04Te2.7Se0.3,SPS
tematdb,v1.1.6,teMatDb272,32,2008.0,https://doi.org/10.1016/j.jallcom.2007.05.063,10.1016/j.jallcom.2007.05.063,Figure 7,x=0.1,"x = 0.1, (Al2Te3)x-(Bi0.5Sb1.5Te3)1-x",Bulk,Bi2Te3,Bi2Te3,BiSbTeAl,Al0.2Bi0.45Sb1.3Te3,SPS
tematdb,v1.1.6,teMatDb272,33,2015.0,https://doi.org/10.3938/jkps.66.1726,10.3938/jkps.66.1726,Figure 7,MA-HP673K,MA-HP673K (green closed triangle),Bulk,Bi2Te3,Bi2Te3,BiTeSe,Bi2Te2.7Se0.3,
tematdb,v1.1.6,teMatDb272,34,2010.0,https://doi.org/10.1063/1.3427427,10.1063/1.3427427,Figure 2(f),40wt% NC,40wt% NC (green closed diamond),Bulk,Bi2Te3,Bi2Te3,BiSbTe,Bi0.4Sb1.6Te3,HP
tematdb,v1.1.6,teMatDb272,35,2013.0,https://doi.org/10.1039/c3ra23197f,10.1039/c3ra23197f,Figure 7,Inorganic ligand capped Bi2Te3,Inorganic ligand capped Bi2Te3 (open black triangle),Bulk,Bi2Te3,Bi2Te3,BiTe,inorganic ligand capped Bi2Te3,SPS
tematdb,v1.1.6,teMatDb272,36,2014.0,https://api.semanticscholar.org/CorpusID:137891673,https://api.semanticscholar.org/CorpusID:137891673,Figure 6(b),ZT,"BiSbTe after annealing process, ZT, filled blue square",Bulk,Bi2Te3,Bi2Te3,BiSbTe,micro-grain and nano-grain Bi0.5Sb1.5Te3,HP
tematdb,v1.1.6,teMatDb272,37,2014.0,https://doi.org/10.1002/aenm.201401391,10.1002/aenm.201401391,Figure 4(d),MS10,"MS10, matrix: Bi10.1Sb29.5Te 60.3",Bulk,Bi2Te3,Bi2Te3,BiSbTe,Bi0.5Sb1.5Te3,PAS
tematdb,v1.1.6,teMatDb272,38,2015.0,https://doi.org/10.1002/aenm.201500411,10.1002/aenm.201500411,Figure 12(a),ZM-HD2,"ZM-HD2, inplane",Bulk,Bi2Te3,Bi2Te3,BiTeSe,Bi2Te2.79Se0.21,HP
tematdb,v1.1.6,teMatDb272,39,2013.0,https://doi.org/10.1007/s11664-012-2280-6,10.1007/s11664-012-2280-6,Figure 5,Mn,nanometal-decorated Bi0.5Sb1.5Te3 nanocomposites (for metal loading of 0.2 wt.%). Solution-based,Bulk,Bi2Te3,Bi2Te3,BiSbTe,Bi0.5Sb1.5Te3 + 0.2wt% Mn-decorated,SPS
tematdb,v1.1.6,teMatDb272,40,2013.0,https://doi.org/10.1039/c3ta12623d,10.1039/c3ta12623d,Figure 5(e),Ultrasonicated(EX/US),"Ultrasonicated(EX/US), green triangle",Bulk,Bi2Te3,Bi2Te3,BiTeSe,Bi2Te2.7Se0.3,SPS
tematdb,v1.1.6,teMatDb272,41,2015.0,https://doi.org/10.1002/adfm.201402663,10.1002/adfm.201402663,Figure 8,x=2.0,"x = 2.0vol% Bi2Te3 bulk (star shape, deep blue)",Bulk,Bi2Te3,Bi2Te3,BiTeAg,Bi2Te3 + 2.0vol% Ag NPs,SPS
tematdb,v1.1.6,teMatDb272,42,2005.0,https://doi.org/10.1063/1.1863440,10.1063/1.1863440,Figure 4(d),NC2,NC2,Bulk,Bi2Te3,Bi2Te3,BiTe,Bi2Te3(ZM) 85wt% + Bi2Te3 nanotube 15wt%,HP
tematdb,v1.1.6,teMatDb272,43,2010.0,https://doi.org/10.3365/eml.2010.12.201,10.3365/eml.2010.12.201,Figure 10,0.05 wt.%,0.05 wt.% Ag-doped Bi0.5Sb1.5Te3,Bulk,Bi2Te3,Bi2Te3,BiSbTeAg,Bi0.5Sb1.5Te3 + 0.05wt% Ag,HP
tematdb,v1.1.6,teMatDb272,44,2012.0,https://doi.org/10.1007/s11664-012-2356-3,10.1007/s11664-012-2356-3,Figure 5(b),x=0.01,"Bi0.4Sb1.6-xInxTe3 x=0.01, purple, half upper filled circlue",Bulk,Bi2Te3,Bi2Te3,BiSbInTe, Bi0.4Sb1.59In0.01Te3,SPS
tematdb,v1.1.6,teMatDb272,45,2013.0,https://doi.org/10.1039/c3ce40643a,10.1039/c3ce40643a,Figure 7(d),Bi2Te3/MnTe2,Bi2Te3/MnTe2,Bulk,Bi2Te3,Bi2Te3,BiTeMnTe,nanostructured Bi2Te3/MnTe2 composite,SPS
tematdb,v1.1.6,teMatDb272,46,2010.0,https://doi.org/10.1021/nl101156v,10.1021/nl101156v,Figure 4(e) ,perp press direction,press perpendicular,Bulk,Bi2Te3,Bi2Te3,BiTeSe,Bi2Te2.7Se0.3,HP
tematdb,v1.1.6,teMatDb272,47,2013.0,https://doi.org/10.1007/s11664-013-2822-6,10.1007/s11664-013-2822-6,Figure 6,Bi2Te2.85Se0.15:I0.005,Bi2Te2.85Se0.15:I0.005,Bulk,Bi2Te3,Bi2Te3,BiTeSeI,Bi2Te2.85Se0.15 : I 0.005,HP
tematdb,v1.1.6,teMatDb272,48,2014.0,https://doi.org/10.3938/jkps.64.1416,10.3938/jkps.64.1416,Figure 8,Bi2Te2.4Se0.6,Bi2Te2.4Se0.6,Bulk,Bi2Te3,Bi2Te3,BiTeSe,Bi2Te2.4Se0.6,HP
tematdb,v1.1.6,teMatDb272,49,2014.0,https://doi.org/10.3938/jkps.65.696,10.3938/jkps.65.696,Figure 7,m=0.0075,"Bi2Te2.7Se0.3:Im, m=0.0075",Bulk,Bi2Te3,Bi2Te3,BiTeSeI,Bi2Te2.7Se0.3 : I 0.0075,HP
tematdb,v1.1.6,teMatDb272,51,2014.0,https://doi.org/10.3938/jkps.64.1692,10.3938/jkps.64.1692,Figure 7,m=0.005,Bi2Te2.85Se0.15I0.005 (open circlue),Bulk,Bi2Te3,Bi2Te3,BiTeSeI,Bi2Te2.85Se0.15 : I0.005,HP
tematdb,v1.1.6,teMatDb272,52,2011.0,https://doi.org/10.1002/aenm.201100338,10.1002/aenm.201100338,Figure 5,5% Bi/Bi2Te3-II,5% Bi/Bi2Te3-II,Bulk,Bi2Te3,Bi2Te3,Bi/BiTe,Bi2Te3 + 5.0vol% Bi NPs,HP
tematdb,v1.1.6,teMatDb272,53,2012.0,https://doi.org/10.1063/1.4749806,10.1063/1.4749806,Figure 4d,Cu0.01Bi2Te2.7Se0.3,Cu0.01Bi2Te2.7Se0.3,Bulk,Bi2Te3,Bi2Te3,CuBiTeSe,Cu0.01Bi2Te2.7Se0.3,HP
tematdb,v1.1.6,teMatDb272,54,2013.0,https://doi.org/10.1002/adma.201203764,10.1002/adma.201203764,Figure 3F,BT85BS15,BT85BS15,Bulk,Bi2Te3,Bi2Te3,BiTeSe,(Bi2Te3)85(Bi2Se3)15 nanoflakes,SPS
tematdb,v1.1.6,teMatDb272,55,2015.0,https://doi.org/10.3390/ma8030959,10.3390/ma8030959,Figure 4(b),1.0 at.% Fe-BST,1.0 at.% Fe-BST,Bulk,Bi2Te3,Bi2Te3,BiSeTeFe,Bi0.48Sb1.52Te3 + 1 at% Fe,SPS
tematdb,v1.1.6,teMatDb272,56,2015.0,https://doi.org/10.1063/1.4916947,10.1063/1.4916947,Figure 1(d),y = 0.27,"y = 0.27, n-type, Bi2Te3-ySey",Bulk,Bi2Te3,Bi2Te3,BiTeSe,Bi2Te2.73Se0.27,
tematdb,v1.1.6,teMatDb272,57,2015.0,https://doi.org/10.1063/1.4916947,10.1063/1.4916947,Figure 1(d),x = 0.6,"x = 0.6, p-type, BixSb2-xTe3",Bulk,Bi2Te3,Bi2Te3,BiSbTe,Bi0.6Sb1.4Te3,
tematdb,v1.1.6,teMatDb272,59,2013.0,https://doi.org/10.1038/srep03212,10.1038/srep03212,Figure 2,exf8h-SPS,exf8h-SPS,Bulk,Bi2Te3,Bi2Te3,BiTeSe,Bi2Te2.7Se0.3,SPS
tematdb,v1.1.6,teMatDb272,60,2014.0,https://doi.org/10.1039/c4nr00191e,10.1039/c4nr00191e,Figure 4(a),TCHT,"TCHT, heat-treated twin containing",1D,Bi2Te3,Bi2Te3,BiTe,Bi2Te3 nanowires (heat-treated twin-containing NWs),
tematdb,v1.1.6,teMatDb272,62,2012.0,https://doi.org/10.1021/nl203389x,10.1021/nl203389x,Figure 5(c),250oC (red circle),250oC (red circle),Bulk,Bi2Te3,Bi2Te3,BiTe,Bi2Te3,SPS
tematdb,v1.1.6,teMatDb272,63,2013.0,https://doi.org/10.1016/j.jallcom.2013.03.062,10.1016/j.jallcom.2013.03.062,Figure 12,10hr,10hr,Bulk,Bi2Te3,Bi2Te3,BiSbTeSe,Bi 0.42Sb1.51Te3.05Se0.02,SPS
tematdb,v1.1.6,teMatDb272,65,2014.0,https://doi.org/10.1039/c4ta01554a,10.1039/c4ta01554a,Figure 3(f),BiSbTe + 4.0 mol% WSe2 addition,BiSbTe + 4.0 mol% WSe2 addition (typo in label),Bulk,Bi2Te3,Bi2Te3,BiSbTe Wse,Bi0.48Sb1.52Te3 + 4mol% WSe2,
tematdb,v1.1.6,teMatDb272,66,2007.0,https://doi.org/10.1063/1.2425007,10.1063/1.2425007,Figure 4(d),SPS-40,SPS-40,Bulk,Bi2Te3,Bi2Te3,BiTe,Bi2Te3 ingots,SPS
tematdb,v1.1.6,teMatDb272,67,2013.0,https://doi.org/10.1088/0957-4484/24/28/285702,10.1088/0957-4484/24/28/285702,Figure 11,1%at Cu,"1%at Cu, Bi2Te2.7Se0.3",Bulk,Bi2Te3,Bi2Te3,BiTeSe Cu,Cu0.01Bi2Te2.7Se0.3,
tematdb,v1.1.6,teMatDb272,68,2013.0,https://doi.org/10.1002/pssa.201228589,10.1002/pssa.201228589,Figure 8,Ce0.2Bi1.8Se0.3Te2.7,Ce0.2Bi1.8Se0.3Te2.7,Bulk,Bi2Te3,Bi2Te3,BiTeSeCe,Ce0.2Bi1.8Se0.3Te2.7,HP
tematdb,v1.1.6,teMatDb272,71,2012.0,https://doi.org/10.1021/nl202935k,10.1021/nl202935k,Figure 3F,Bi2Te3 nanowire bulk pellet,Bi2Te3 nanowire bulk pellet,Bulk,Bi2Te3,Bi2Te3,BiTe,Bi2Te3 nanowires ,SPS
tematdb,v1.1.6,teMatDb272,72,2016.0,https://doi.org/10.1002/adfm.201600718,10.1002/adfm.201600718,Figure 4(f),in-plane,"in-plane, Bi14Rh3I9",Bulk,etc,BiMI,BiRhI,Bi14Rh3I9,SPS
tematdb,v1.1.6,teMatDb272,73,2012.0,https://doi.org/10.1111/j.1551-2916.2012.05284.x,10.1111/j.1551-2916.2012.05284.x,Figure 4,50 nm,"50nm, In1.92(ZnCe)0.08O3 bulk",Bulk,Oxide,In2O3,InZnCeO,In1.92(ZnCe)0.08O3,SPS
tematdb,v1.1.6,teMatDb272,74,2013.0,https://doi.org/10.1016/j.jallcom.2013.03.167,10.1016/j.jallcom.2013.03.167,Figure 6(d),HPHT (black square),BTA nanorods after sintered by HPHT (black square),Bulk,Bi2Te3,Bi2Te3,BiTe,Bi2Te2.4 nanorods,HP
tematdb,v1.1.6,teMatDb272,75,2014.0,https://doi.org/10.1063/1.4893236,10.1063/1.4893236,Figure 4,In-10,In-10 (inverse triangle),Bulk,Bi2Te3,Bi2Te3,GeSbTe,GeIn0.6Sb5.4Te10,
tematdb,v1.1.6,teMatDb272,78,2010.0,https://doi.org/10.1021/ja910762q,10.1021/ja910762q,Figure 7(b),y=0.055,"y=0.055%, PbTe-1% CdTe-y% PbI2",Bulk,PbTe,PbTe,PbTe CdTe PbI,(PbTe)98.99945(CdTe)0.01(PbI2)0.00055,
tematdb,v1.1.6,teMatDb272,83,2013.0,https://doi.org/10.1007/s11664-013-2819-1,10.1007/s11664-013-2819-1,Figure 10,S5,S5,Bulk,PbTe,PbTe,PbTe In,PbTe +3at% In,HP
tematdb,v1.1.6,teMatDb272,86,2009.0,https://doi.org/10.1016/j.jssc.2009.07.004,10.1016/j.jssc.2009.07.004,Figure 4,Br(1.0),Br(1.0) (filled circle),Bulk,PbTe,PbTe,PbTeBr,PbTe(1-x)Brx,
tematdb,v1.1.6,teMatDb272,87,2010.0,https://doi.org/10.1063/1.3517088,10.1063/1.3517088,Figure 8,Sb0.10,Sb0.10 for Pb1-xSbxTe alloys,Bulk,PbTe,PbTe,PbSbTe,Pb0.9Sb0.1Te,
tematdb,v1.1.6,teMatDb272,88,2013.0,https://doi.org/10.1007/s11664-013-2832-4,10.1007/s11664-013-2832-4,Figure 13(f),5 at.-% Bi,"5 at.-% Bi, Bix(PbTe)1-x",Bulk,PbTe,PbTe,PbTeBi,PbTe + 5 at% Bi,HP
tematdb,v1.1.6,teMatDb272,89,2015.0,https://doi.org/10.1016/j.jallcom.2015.03.117,10.1016/j.jallcom.2015.03.117,Figure 5,x= 0.03,"x = 0.03 (blue, triangle)",Bulk,Selenide,PbSe,AgSbPbSe,(AgSb)0.03Pb0.94Se,HP
tematdb,v1.1.6,teMatDb272,90,2013.0,https://doi.org/10.1021/nl400319u,10.1021/nl400319u,Figure 4E,PbTe/Bi2Te3 = 27:1,The red dot curves and the red bars stand for the PbTe/Bi2Te3 = 27:1 sampl,Bulk,PbTe,PbTe,PbTe BiTe,PbTe:Bi2Te3=27:1 barbell nanowire,HP
tematdb,v1.1.6,teMatDb272,91,2013.0,https://doi.org/10.1103/PhysRevB.87.045203,10.1103/PhysRevB.87.045203,Figure 6,x= 0.08,"x = 0.08 (FIG 6), green triangle",Bulk,PbTe,PbTe,PbNaTeS,Pb0.99Na0.01Te0.92S0.08,
tematdb,v1.1.6,teMatDb272,97,2013.0,https://doi.org/10.1016/j.jallcom.2012.08.041,10.1016/j.jallcom.2012.08.041,Figure 3(g),x=0.001,x = 0.001 (red dot),Bulk,PbTe,PbTe,BiPbTe PbS,(Bi0.001Pb0.999Te)0.88(PbS)0.12,SPS
tematdb,v1.1.6,teMatDb272,99,2013.0,https://doi.org/10.1016/j.intermet.2013.04.018,10.1016/j.intermet.2013.04.018,Figure 7,Annealed for 20h,Annealed for 20h,Bulk,PbTe,PbTe,PbTe SbTe,PbTe-Sb2Te3 alloy (Pb2Sb6Te11),
tematdb,v1.1.6,teMatDb272,100,2012.0,https://doi.org/10.1002/adfm.201201221,10.1002/adfm.201201221,Figure 1(e),PbTe-BaTe(3%),PbTe-BaTe(3%),Bulk,PbTe,PbTe,PbTe BaTe Na2Te,PbTe + 3mol% BaTe +1mol% Na2Te,
tematdb,v1.1.6,teMatDb272,101,2013.0,https://doi.org/10.1016/j.jallcom.2013.01.038,10.1016/j.jallcom.2013.01.038,Figure 8,y=0.4,y = 0.4,Bulk,PbTe,PbTe,PbTe LaCeFeCoSb,(La0.3Ce0.37Fe3CoSb12)0.6(PbTe)0.4,HP
tematdb,v1.1.6,teMatDb272,103,2011.0,https://doi.org/10.1039/c0ee00456a,10.1039/c0ee00456a,Figure 4,9e19,9e19,Bulk,PbTe,PbTe,NaPbTe,NaxPb1-xTe (0.5% < x < 2%),HP
tematdb,v1.1.6,teMatDb272,104,2011.0,https://doi.org/10.1002/adfm.201000878,10.1002/adfm.201000878,Figure 10,La3,La3,Bulk,PbTe,PbTe,PbTeLa AgTe,(La0.028Pb0.972Te)0.947(Ag2Te)0.053,HP
tematdb,v1.1.6,teMatDb272,105,2011.0,https://doi.org/10.1002/aenm.201000072,10.1002/aenm.201000072,Figure 5(b),x=3.0%,"x=3.0%, (AgxPbTe)0.945(Ag2Te)0.055",Bulk,PbTe,PbTe,AgPbTe AgTe,(Ag0.03PbTe)0.945(Ag2Te)0.055,HP
tematdb,v1.1.6,teMatDb272,106,2011.0,https://doi.org/10.1002/adma.201103153,10.1002/adma.201103153,Figure 1,9.0e19,9.0e19,Bulk,PbTe,PbTe,NaMgPbTe,Na0.02Mg0.03Pb0.95Te,HP
tematdb,v1.1.6,teMatDb272,108,2012.0,https://doi.org/10.1038/am.2012.52,10.1038/am.2012.52,Figure 4,x = 0.04,x = 0.04 (Figure 4),Bulk,PbTe,PbTe,PbMnTe,Pb0.96Mn0.04Te : Na,HP
tematdb,v1.1.6,teMatDb272,109,2014.0,https://doi.org/10.1002/aenm.201400486,10.1002/aenm.201400486,Figure 3(d),2.3 e19,,Bulk,PbTe,PbTe,PbLaTe,Pb1-xLaxTe (0<x<0.01),HP
tematdb,v1.1.6,teMatDb272,111,2013.0,https://doi.org/10.1088/0957-4484/24/21/215401,10.1088/0957-4484/24/21/215401,Figure 14,x=0.05 mol% Pbi2,PbSe0.6Te0.5:x(PbI2),Bulk,PbTe,PbTe,PbSeTe PbI,PbSe0:5Te0:5 + 0.05mol% PbI2,
tematdb,v1.1.6,teMatDb272,112,2013.0,https://doi.org/10.1039/c3ta11825h,10.1039/c3ta11825h,Figure 7(g),100MPa-1.5h,Pb0.98Na0.02Te,Bulk,PbTe,PbTe,PbNaTe,Pb0.98Na0.02Te,HP
tematdb,v1.1.6,teMatDb272,115,2014.0,https://doi.org/10.1038/ncomms5515,10.1038/ncomms5515,Figure 2,2.5% K-doped PbTe0.7Se0.3,2.5% K-doped PbTe0.7S0.3,Bulk,PbTe,PbTe,PbTeS K,PbTe0.7S0.3 + 2.5mol% K,SPS
tematdb,v1.1.6,teMatDb272,118,2015.0,https://doi.org/10.1021/nl504624r,10.1021/nl504624r,Figure 4,PbTe-Ag2Te,,Bulk,PbTe,PbTe,PbTe AgTe,"PbTe−Ag2Te nanocomposites,",HP
tematdb,v1.1.6,teMatDb272,119,2011.0,https://doi.org/10.1021/nl201206d,10.1021/nl201206d,Figure 1(f),modulation,twophase nanocomposite sample (Si80Ge20)70(Si100B5)30,Bulk,SiGe,SiGe,SiGeB,(Si80Ge20)70(Si100B5)30,
tematdb,v1.1.6,teMatDb272,121,2012.0,https://doi.org/10.1039/c1ee02465e,10.1039/c1ee02465e,Figure 4(c),x=0.01,"x=0.01, PbSe:Alx",Bulk,Selenide,PbSe,PbSe Al,PbSe:Al0.01,HP
tematdb,v1.1.6,teMatDb272,123,2013.0,https://doi.org/10.1088/0957-4484/24/34/345705,10.1088/0957-4484/24/34/345705,Figure 5,Al0.03PbTe,Al0.03PbTe,Bulk,PbTe,PbTe,AlPbTe,Al0:03PbTe,HP
tematdb,v1.1.6,teMatDb272,126,2015.0,https://doi.org/10.1021/cm504112m,10.1021/cm504112m,Figure 8,Sn0.94Mg0.09Te,,Bulk,Telluride,SnTe,SnMgTe,Sn0.94Mg0.09Te,
tematdb,v1.1.6,teMatDb272,127,2016.0,https://doi.org/10.1021/jacs.6b08382,10.1021/jacs.6b08382,Figure 7,SnAg0.025In0.025Te1.05,,Bulk,Telluride,SnTe,SnAgInTe,SnAg0.025In0.025Te1.05,
tematdb,v1.1.6,teMatDb272,128,2015.0,https://doi.org/10.1016/j.jssc.2016.02.012,10.1016/j.jssc.2016.02.012,Figure 7,Sn0.95Ag0.05Te0.95I0.05,,Bulk,Telluride,SnTe,SnAgTeI,Sn0.95Ag0.05Te0.95I0.05,
tematdb,v1.1.6,teMatDb272,132,2016.0,https://doi.org/10.1002/aelm.201600019,10.1002/aelm.201600019,Figure 7,x = 0.06,(SnTe)(1-x)(Cu2Te)(x),Bulk,Telluride,SnTe,SnCuTe,Sn0.94Cu0.12Te,HP
tematdb,v1.1.6,teMatDb272,134,2015.0,https://doi.org/10.1021/jacs.5b00837,10.1021/jacs.5b00837,Figure 8,x = 3,Sn0.97In0.015Cd0.015Te-x%CdS,Bulk,Telluride,SnTe,SnInCdTe CdS,Sn0.97In0.015Cd0.015Te + 3% CdS,SPS
tematdb,v1.1.6,teMatDb272,136,2016.0,https://doi.org/10.1021/jacs.6b07010,10.1021/jacs.6b07010,Figure 7(d),along the pressing direction (//),SnSe+1%PbSe,Bulk,Selenide,SnSe,SnSe PbSe,SnSe + 1% PbSe,SPS
tematdb,v1.1.6,teMatDb272,137,2015.0,https://doi.org/10.1016/S1002-0721(14)60543-3,10.1016/S1002-0721(14)60543-3,Figure 3(d),Sn50Te50,,Bulk,Telluride,SnTe,SnTe,SnTe,SPS
tematdb,v1.1.6,teMatDb272,138,2013.0,https://doi.org/10.1073/pnas.1305735110,10.1073/pnas.1305735110,Figure 8,x = 0.0025,,Bulk,Telluride,SnTe,InSnTe,In0.0025Sn0.9975Te,HP
tematdb,v1.1.6,teMatDb272,141,2015.0,https://doi.org/10.1039/c5cp05151g,10.1039/c5cp05151g,Figure 7(j),Ag0.016Sn0.984Se,Ag0.016Sn0.984Se,,Selenide,SnSe,AgSnSe,Ag0.016Sn0.984Se,
tematdb,v1.1.6,teMatDb272,142,2015.0,https://doi.org/10.1021/jacs.5b07856,10.1021/jacs.5b07856,"Figure 3, middle column","with precipitates, cooling",(CoGe2)0.2(GeTe)17Sb2Te3,Bulk,GeTe,GeTe,CoGe GeTe SbTe,(CoGe2)0.2(GeTe)17Sb2Te3,
tematdb,v1.1.6,teMatDb272,143,2007.0,https://doi.org/10.1016/j.physb.2007.02.067,10.1016/j.physb.2007.02.067,Figure 11,0.03%In,"after 250 h annealing at 600 1CatAr atmosphere, for Pb0.5Sn0.5Te doped with 0.03at% indium",Bulk,PbTe,PbTe,PbSnTe In,Pb0.5Sn0.5Te + 0.03at% In,
tematdb,v1.1.6,teMatDb272,144,2007.0,https://doi.org/10.1016/j.physb.2006.10.001,10.1016/j.physb.2006.10.001,Figure 16,x=0.5***,,Bulk,PbTe,PbTe,PbSnTe,Pb0.5Sn0.5Te + Te,
tematdb,v1.1.6,teMatDb272,145,2010.0,https://doi.org/10.1021/jp103697s,10.1021/jp103697s,Figure 11,solution treated (ST),,Bulk,GeTe,GeTe,GeSnPbTe,Ge0.6Sn0.1Pb0.3Te,SPS
tematdb,v1.1.6,teMatDb272,146,2015.0,https://doi.org/10.1002/aelm.201500228,10.1002/aelm.201500228,Figure 3(d),ii,,Bulk,GeTe,GeTe,GeTe BiTe Cu,(GeTe)0.95(BiTe)0.05 + 0.67at% Cu,HP
tematdb,v1.1.6,teMatDb272,147,2016.0,https://doi.org/10.1007/s11664-015-4251-1,10.1007/s11664-015-4251-1,Figure 9,TAGS-R400h10+10,,Bulk,GeTe,GeTe,GeAgSbTe,Ge0.77Ag0.1Sb0.13Te1,HP
tematdb,v1.1.6,teMatDb272,148,2014.0,https://doi.org/10.1007/s13391-014-4149-8,10.1007/s13391-014-4149-8,Figure 8,x=0.05,Ge0.95Mn0.05Te,Bulk,GeTe,GeTe,GeMnTe,Ge0.95Mn0.05Te,SPS
