DOI,sample_id,YEAR,DOIlink,dbnanme,dbversion,pykeri_compatible,TF_matzt_complete,TF_mat_complete,fraction_Ts_TEPZToverTEPZTex,is_Temperature_range_valid,autoTc,autoTh,ztTc,ztTh,Tc_ofTEP,Th_ofTEP,Tc_ofZT,Th_ofZT,Tc_ofTEPZT,Th_ofTEPZT,deltaT_ofTEP,deltaT_ofZT,deltaT_ofTEPZT,avg_ZT_ofRawFig,avg_ZT_ofTEPEval,peak_ZT_ofRawFig,peak_ZT_ofTEPEval,d_Tmid,d_avgZT,d_peakZT,errdZT_Linf,errdZT_L2,errdZT_L1,is_avg_ZT_ofRawFig_positiveFinite,is_avg_ZT_ofTEPEval_positiveFinite,ispeak_ZT_ofRawFig_positiveFinite,is_peak_ZT_ofTEPEval_positiveFinite,errdZT_Linf_over_avg_ZT_ofRawFig,errdZT_Linf_over_avg_ZT_ofTEPEval,errdZT_Linf_over_peak_ZT_ofRawFig,errdZT_Linf_over_peak_ZT_ofTEPEval,cri_product_def,cri_product_1o2,cri_product_1o5
10.1039/c0ee00456a,103,2011.0,https://DOI.org/10.1039/c0ee00456a,tematdb,v1.1.6,True,True,True,0.9955555555555556,True,300.0,749.865,300.073,749.697,300.0,748.0,302.0,748.0,302.0,748.0,448.0,446.0,446.0,0.8215652733960778,0.8268612763988954,1.4793941458456847,1.5519406097076949,1.0,-0.0052960030028176,-0.0725464638620101,0.0725464638620101,0.0205434360116312,0.0158045758180365,True,True,True,True,0.0883027389438299,0.0877371645434417,0.049037955210063,0.0467456443940043,True,False,False
10.1002/adfm.201000878,104,2011.0,https://DOI.org/10.1002/adfm.201000878,tematdb,v1.1.6,True,True,True,0.98744769874477,True,299.057,773.956,301.198,776.738,300.0,772.0,302.0,776.0,302.0,772.0,472.0,474.0,470.0,0.5102392045015692,0.502714127748484,1.6268105629899432,1.606545839279882,3.0,0.0075250767530852,0.0202647237100612,0.0240705757911714,0.0077497033328749,0.0054835970119203,True,True,True,True,0.0471750809792927,0.0478812399782294,0.0147961762351307,0.0149828129410617,True,True,False
10.1002/aenm.201000072,105,2011.0,https://DOI.org/10.1002/aenm.201000072,tematdb,v1.1.6,True,True,True,1.0,True,298.356,749.769,298.947,749.474,300.0,748.0,300.0,748.0,300.0,748.0,448.0,448.0,448.0,0.6244226850539953,0.6155188540707462,1.3309817446615173,1.3314240482330115,0.0,0.008903830983249,-0.0004423035714942,0.0226787283516345,0.0105879196927723,0.0091255155088904,True,True,True,True,0.0363195138396893,0.0368448963043915,0.0170390979760597,0.0170334375300884,True,True,False
10.1002/adma.201103153,106,2011.0,https://DOI.org/10.1002/adma.201103153,tematdb,v1.1.6,True,True,True,0.9919678714859438,True,301.385,796.825,299.867,795.562,302.0,796.0,300.0,794.0,302.0,794.0,494.0,494.0,492.0,1.1116992652685844,1.110438491273095,1.742661265436583,1.7785746568955487,-2.0,0.0012607739954897,-0.0359133914589657,0.0431326678265198,0.0225722114189109,0.0190508582812259,True,True,True,True,0.0387988633023869,0.0388429149074876,0.0247510337677207,0.0242512551605827,True,True,False
10.1039/c2ee21536e,107,2012.0,https://DOI.org/10.1039/c2ee21536e,tematdb,v1.1.6,True,True,True,0.5936254980079682,True,300.502,599.816,296.875,799.219,302.0,598.0,298.0,798.0,302.0,598.0,296.0,500.0,296.0,0.8974656897169883,0.6316246286863338,1.3972406257058956,1.1305132255556851,98.0,0.2658410610306544,0.2667274001502104,0.0157962271393914,0.0065944809711276,0.00550858120527,True,True,True,True,0.017600925941105,0.0250088841092925,0.0113053019277986,0.0139726159608854,False,False,False
10.1038/am.2012.52,108,2012.0,https://DOI.org/10.1038/am.2012.52,tematdb,v1.1.6,True,True,True,0.986725663716814,True,300.157,747.781,299.266,750.642,302.0,746.0,300.0,750.0,302.0,746.0,444.0,450.0,444.0,1.0440316119177877,1.0538050108571062,1.6001114426544842,1.6519721669273688,1.0,-0.0097733989393185,-0.0518607242728845,0.0573620467061619,0.0159570484071478,0.0117240034505315,True,True,True,True,0.0549428255345576,0.0544332643280058,0.0358487822641915,0.0347233735861628,True,False,False
10.1002/aenm.201400486,109,2014.0,https://DOI.org/10.1002/aenm.201400486,tematdb,v1.1.6,True,True,True,0.9927536231884058,True,298.868,847.054,295.472,846.792,300.0,846.0,296.0,846.0,300.0,846.0,546.0,550.0,546.0,0.7399456125157565,0.7215007877441243,1.1388772809764716,1.144755015467378,-2.0,0.0184448247716322,-0.0058777344909064,0.0729951796364017,0.037577951348799,0.0309690738966843,True,True,True,True,0.098649385038211,0.1011713096871753,0.0640939817271759,0.0637648917455054,True,False,False
10.1002/anie.200600865,110,2006.0,https://DOI.org/10.1002/anie.200600865,tematdb,v1.1.6,True,True,True,0.9844559585492229,True,319.531,698.394,313.155,698.008,320.0,698.0,314.0,698.0,320.0,698.0,378.0,384.0,378.0,1.1327749878868718,1.063306683437246,1.6462333973581773,1.6249976999943965,-3.0,0.0694683044496258,0.0212356973637808,0.2107524916097232,0.1037122220304569,0.0885463737446019,True,True,True,True,0.1860497396776655,0.1982048028969822,0.1280210278493511,0.1296940245579732,False,False,False
10.1088/0957-4484/24/21/215401,111,2013.0,https://DOI.org/10.1088/0957-4484/24/21/215401,tematdb,v1.1.6,True,True,True,0.9939024390243902,True,297.661,622.244,297.936,624.184,298.0,622.0,298.0,624.0,298.0,622.0,324.0,326.0,324.0,0.791516388823719,0.7738922137076228,1.493776195516812,1.4607350051042984,1.0,0.0176241751160961,0.0330411904125136,0.0343401722789828,0.0167503709451727,0.0144907514438018,True,True,True,True,0.0433852953190472,0.0443733270224587,0.02298883352275,0.0235088309371561,True,True,False
10.1039/c3ta11825h,112,2013.0,https://DOI.org/10.1039/c3ta11825h,tematdb,v1.1.6,True,True,True,0.9601769911504424,True,323.566155593412,757.549704459967,323.401826484018,774.029680365296,324.0,756.0,324.0,774.0,324.0,756.0,432.0,450.0,432.0,0.9056908467855022,0.8542140762005254,1.737040325024703,1.6402494069043594,9.0,0.0514767705849767,0.0967909181203436,0.0612470074166016,0.0280083710835474,0.020446189278879,True,True,True,True,0.0676246289050848,0.0716998339444642,0.0352594044791277,0.037340057651472,True,False,False
10.1039/c3ee43438a,113,2014.0,https://DOI.org/10.1039/c3ee43438a,tematdb,v1.1.6,True,True,True,0.9133333333333332,True,303.656,851.991,300.0,898.45,304.0,850.0,300.0,898.0,304.0,850.0,546.0,598.0,546.0,0.5259319268501993,0.5047215495104532,1.467488003095975,1.0658026569011825,22.0,0.021210377339746,0.4016853461947924,0.2133384621892049,0.0878923043366635,0.0710218735141461,True,True,True,True,0.4056389264422236,0.4226854636900866,0.1453766311813946,0.2001669453606784,False,False,False
10.1021/cm5042138,114,2015.0,https://DOI.org/10.1021/cm5042138,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1038/ncomms5515,115,2014.0,https://DOI.org/10.1038/ncomms5515,tematdb,v1.1.6,True,True,True,0.9903225806451612,True,303.905,917.786,298.204,919.76,304.0,916.0,300.0,918.0,304.0,916.0,612.0,618.0,612.0,1.538396384604679,1.5382186275463,2.21569,2.2266670513094526,-1.0,0.0001777570583789,-0.0109770513094527,0.0872475531393743,0.0342797618970076,0.0278813658319882,True,True,True,True,0.0567133113497236,0.056719865158926,0.0393771480393802,0.0391830260784009,True,False,False
10.1038/am.2014.39,116,2014.0,https://DOI.org/10.1038/am.2014.39,tematdb,v1.1.6,True,True,True,0.9873817034700316,True,302.69,928.895,297.987,930.683,304.0,928.0,298.0,930.0,304.0,928.0,624.0,632.0,624.0,0.1288226197101966,0.1218792633592991,0.5153181627055348,0.5520133923259722,-2.0,0.0069433563508975,-0.0366952296204374,0.0388411660610386,0.0124402851028372,0.0089698636307051,True,True,True,True,0.3015088976486962,0.3186855990960098,0.0753731750053478,0.0703627241675729,False,False,False
10.1002/aenm.201501047,117,2015.0,https://DOI.org/10.1002/aenm.201501047,tematdb,v1.1.6,True,True,True,0.9784172661870504,True,305.769,855.053,299.06,848.79,306.0,854.0,300.0,848.0,306.0,848.0,548.0,548.0,542.0,1.0817979491852232,1.1035372172039768,1.9457829993901907,1.9394943344772675,-6.0,-0.0217392680187535,0.0062886649129232,0.1124404224644575,0.0346244888475874,0.0263756420755719,True,True,True,True,0.1039384688694817,0.1018909201352962,0.0577867226199922,0.0579740917339479,False,False,False
10.1021/nl504624r,118,2015.0,https://DOI.org/10.1021/nl504624r,tematdb,v1.1.6,True,True,True,0.9782608695652174,True,300.0,390.103,300.209,390.167,300.0,390.0,302.0,390.0,302.0,390.0,90.0,88.0,88.0,0.3104656156410952,0.3059044089142622,0.665273774823225,0.6606835917382997,1.0,0.0045612067268329,0.0045901830849253,0.0087540761305301,0.0032685339199461,0.002563800182555,True,True,True,True,0.0281966043565033,0.0286170315805541,0.0131586069702752,0.0132500280618407,True,True,True
10.1021/nl201206d,119,2011.0,https://DOI.org/10.1021/nl201206d,tematdb,v1.1.6,True,True,True,0.990632318501171,True,323.795,1169.061,315.0331,1168.956,324.0,1168.0,316.0,1168.0,324.0,1168.0,844.0,852.0,844.0,0.4584627602145672,0.4605894382349997,0.9171317739866596,0.9268302623136256,-4.0,-0.0021266780204325,-0.009698488326966,0.0248677911873845,0.0099859454941452,0.0087203044871562,True,True,True,True,0.0542416818669112,0.0539912319367962,0.0271147417336631,0.0268310090839154,True,True,False
10.1021/nl201206d,120,2011.0,https://DOI.org/10.1021/nl201206d,tematdb,v1.1.6,True,True,True,0.8258823529411765,True,473.854,1174.498,325.9401,1174.617,474.0,1174.0,326.0,1174.0,474.0,1174.0,700.0,848.0,700.0,0.6383308795043845,0.7390582495034688,1.137192801395578,1.1537973697249726,-74.0,-0.1007273699990842,-0.0166045683293944,0.0319375769092931,0.012331885614108,0.0104631084259306,True,True,True,True,0.0500329498928364,0.043213883250407,0.0280845753421046,0.0276804036369973,False,False,False
10.1039/c1ee02465e,121,2012.0,https://DOI.org/10.1039/c1ee02465e,tematdb,v1.1.6,True,True,True,0.9963898916967509,True,301.248,852.415,300.0,852.99,302.0,852.0,300.0,852.0,302.0,852.0,550.0,552.0,550.0,0.8150359740403837,0.7934938602972643,1.29359412315832,1.2874070710428585,-1.0,0.0215421137431194,0.0061870521154614,0.0846344951141764,0.0328033760518539,0.0239766176614378,True,True,True,True,0.10384142272226,0.1066605544779767,0.0654258500398414,0.0657402751762258,True,False,False
10.1021/ja301245b,122,2012.0,https://DOI.org/10.1021/ja301245b,tematdb,v1.1.6,True,True,True,0.993006993006993,True,303.422,873.791,304.819,875.904,304.0,872.0,306.0,874.0,306.0,872.0,568.0,568.0,566.0,0.5784089933202912,0.5676096101811408,1.6984533729420788,1.829155864450585,2.0,0.0107993831391504,-0.1307024915085062,0.1413712174096839,0.0294460040074624,0.0203556172284866,True,True,True,True,0.2444139338120566,0.2490641717016882,0.0832352654843855,0.0772876823441981,False,False,False
10.1088/0957-4484/24/34/345705,123,2013.0,https://DOI.org/10.1088/0957-4484/24/34/345705,tematdb,v1.1.6,True,True,True,0.9915254237288136,True,302.778,770.784,300.0,771.429,304.0,770.0,300.0,770.0,304.0,770.0,466.0,470.0,466.0,0.782711408200033,0.7755120616875859,1.2029303958238406,1.173085232328987,-2.0,0.0071993465124471,0.0298451634948535,0.0298451634948535,0.0163492233910022,0.0138074481774903,True,True,True,True,0.0381304822980505,0.0384844607444373,0.0248103827108082,0.0254415985065299,True,True,False
10.1002/aenm.201401977,124,2015.0,https://DOI.org/10.1002/aenm.201401977,tematdb,v1.1.6,True,True,True,0.986159169550173,True,303.393,878.09,301.308,872.802,304.0,878.0,302.0,872.0,304.0,872.0,574.0,570.0,568.0,0.8187534090943627,0.7835660365293092,0.9814908359943116,1.0563182912772795,-4.0,0.0351873725650534,-0.0748274552829678,0.1938621128045566,0.0718893551891649,0.0487344703391423,True,True,True,True,0.2367771671558484,0.2474100506745295,0.1975180059711533,0.1835262291729724,False,False,False
10.1021/acs.chemmater.5b04365,125,2015.0,https://DOI.org/10.1021/acs.chemmater.5b04365,tematdb,v1.1.6,True,True,True,0.9963369963369964,True,331.372549019607,876.470588235294,331.601731601731,875.757575757575,332.0,876.0,332.0,874.0,332.0,874.0,544.0,542.0,542.0,0.7394102441809787,0.4993507848415733,1.320195550133524,1.2123639747256745,-1.0,0.2400594593394053,0.1078315754078496,0.2982478976825439,0.247024025810142,0.242680831361038,True,True,True,True,0.4033591636438627,0.5972713105420824,0.2259119095291445,0.2460052458668853,False,False,False
10.1021/cm504112m,126,2015.0,https://DOI.org/10.1021/cm504112m,tematdb,v1.1.6,True,True,True,0.989247311827957,True,298.824,851.534,296.07,854.148,300.0,850.0,298.0,854.0,300.0,850.0,550.0,556.0,550.0,0.3500158298706957,0.3558629081539563,1.1584377140108535,1.2032633464152864,1.0,-0.0058470782832605,-0.0448256324044329,0.0632657942732435,0.014994506264345,0.0105971674104925,True,True,True,True,0.1807512371558035,0.1777813669916758,0.0546130305566439,0.0525785103167335,True,False,False
10.1021/jacs.6b08382,127,2016.0,https://DOI.org/10.1021/jacs.6b08382,tematdb,v1.1.6,True,True,True,0.9856115107913668,True,305.227,852.956,298.077,854.277,306.0,852.0,300.0,854.0,306.0,852.0,546.0,554.0,546.0,0.5151987084972969,0.5227998839704748,0.9690233067604132,0.9228355878414088,-2.0,-0.0076011754731779,0.0461877189190043,0.0859476484152214,0.0212061393388558,0.0101077871150186,True,True,True,True,0.1668242699324863,0.1643987518942818,0.0886951302570389,0.0931343020876127,True,False,False
10.1016/j.jssc.2016.02.012,128,2015.0,https://DOI.org/10.1016/j.jssc.2016.02.012,tematdb,v1.1.6,True,True,True,0.9855595667870036,True,302.343,851.666,297.555,849.982,304.0,850.0,298.0,848.0,304.0,848.0,546.0,550.0,544.0,0.3260067728189919,0.3444472922911947,1.009391740790773,1.0868550224069893,-4.0,-0.0184405194722028,-0.0774632816162161,0.0679296283635177,0.0193239313177151,0.0134356053846239,True,True,True,True,0.2083687641705353,0.1972134195384828,0.0672975868717735,0.0625010944082296,True,False,False
10.1039/c4ta01643b,129,2014.0,https://DOI.org/10.1039/c4ta01643b,tematdb,v1.1.6,True,True,True,0.9910313901345292,True,304.449,747.122,302.597,749.351,306.0,746.0,304.0,748.0,306.0,746.0,440.0,444.0,440.0,0.2464093142387136,0.1691591666156042,0.6272133961541663,0.4281475373416208,0.0,0.0772501476231093,0.1990658588125454,0.1920240713466766,0.0993176920635997,0.0769936940317897,True,True,True,True,0.7792890132418036,1.1351679911206372,0.3061542889933396,0.4484997684185202,False,False,False
10.1002/adfm.201602652,130,2016.0,https://DOI.org/10.1002/adfm.201602652,tematdb,v1.1.6,True,True,True,0.9911894273127754,True,323.418,776.582,325.502,775.956,324.0,776.0,326.0,774.0,326.0,774.0,452.0,448.0,448.0,0.4962373619836043,0.5364114791250362,0.9841384125592988,1.0892265998793658,0.0,-0.0401741171414318,-0.1050881873200669,0.0959841710708447,0.0537986700355393,0.0426544284490165,True,True,True,True,0.1934239104592372,0.1789375783445363,0.0975311702560551,0.0881213983219609,False,False,False
10.1039/c5ra19469e,131,2016.0,https://DOI.org/10.1039/c5ra19469e,tematdb,v1.1.6,True,True,True,0.992,True,323.96694214876,822.314049586776,322.059,818.382,324.0,822.0,324.0,818.0,324.0,818.0,498.0,494.0,494.0,0.2924426059555043,0.2741290527414157,0.7390790207344136,0.7209139253581186,-2.0,0.0183135532140886,0.0181650953762949,0.0719147427993822,0.0293543378495993,0.0218758780553347,True,True,True,True,0.2459106208700801,0.2623390044951529,0.0973031851559275,0.0997549641778082,False,False,False
10.1002/aelm.201600019,132,2016.0,https://DOI.org/10.1002/aelm.201600019,tematdb,v1.1.6,True,True,True,0.9709090909090908,True,310.798,845.439,300.006,850.099,312.0,844.0,302.0,850.0,312.0,844.0,532.0,548.0,532.0,0.2419514448101998,0.2462224938855615,1.0213186643835614,1.0196732906128396,-2.0,-0.0042710490753617,0.0016453737707218,0.0470538096793945,0.0182286476935796,0.012977056756139,True,True,True,True,0.1944762500439134,0.1911028068023064,0.0460716241857724,0.046145966666553,True,False,False
10.1021/ja500860m,133,2014.0,https://DOI.org/10.1021/ja500860m,tematdb,v1.1.6,True,True,True,0.9710610932475884,True,304.364,909.836,292.364,914.157,306.0,908.0,294.0,914.0,306.0,908.0,602.0,620.0,602.0,0.5663081306987389,0.5916509103290662,1.257706069997668,1.3002071804724982,-3.0,-0.0253427796303273,-0.04250111047483,0.1069330558964898,0.0357983020324721,0.0249614579499272,True,True,True,True,0.1888248642387503,0.1807367385558748,0.0850222945148766,0.0822430897956048,False,False,False
10.1021/jacs.5b00837,134,2015.0,https://DOI.org/10.1021/jacs.5b00837,tematdb,v1.1.6,True,True,True,0.959119496855346,True,303.093,913.503,292.807,928.551,304.0,912.0,294.0,928.0,304.0,912.0,608.0,634.0,608.0,0.7087549691710728,0.7257900834493418,1.3977069232418942,1.4269781352206352,3.0,-0.0170351142782689,-0.029271211978741,0.0654418418564517,0.0349349141023977,0.0274458807788599,True,True,True,True,0.0923335210375872,0.0901663488503965,0.046820861203623,0.0458604376908223,True,False,False
10.1021/jacs.5b07284,135,2015.0,https://DOI.org/10.1021/jacs.5b07284,tematdb,v1.1.6,True,True,True,0.98989898989899,True,304.989,893.064,301.729,894.813,306.0,892.0,302.0,894.0,306.0,892.0,586.0,592.0,586.0,0.6701401719116792,0.6472554358629926,1.2522930618126211,1.3626206588740928,-1.0,0.0228847360486865,-0.1103275970614716,0.1119190809172616,0.0415056263394494,0.035171400601312,True,True,True,True,0.1670084642112933,0.1729133116789336,0.0893713175694396,0.0821351710678878,False,False,False
10.1021/jacs.6b07010,136,2016.0,https://DOI.org/10.1021/jacs.6b07010,tematdb,v1.1.6,True,True,True,0.9895104895104896,True,305.349,870.579,301.959,873.497,306.0,870.0,302.0,872.0,306.0,870.0,564.0,570.0,564.0,0.4501018992523116,0.442942943623837,1.6909106274007686,1.6213937964458311,-1.0,0.0071589556284745,0.0695168309549374,0.0512411160595045,0.0155618527016931,0.0108048120713818,True,True,True,True,0.1138433677898802,0.1156833330276965,0.0303038583051969,0.0316031282294451,True,False,False
10.1016/S1002-0721(14)60543-3,137,2015.0,https://DOI.org/10.1016/S1002-0721(14)60543-3,tematdb,v1.1.6,True,True,True,0.978902953586498,True,318.491,783.369,314.859,788.856,320.0,782.0,316.0,788.0,320.0,782.0,462.0,472.0,462.0,0.3317421823932619,0.3261462062583573,0.6321425073645349,0.6161363987244405,1.0,0.0055959761349045,0.0160061086400944,0.0244608099798682,0.0094706278423459,0.0071934057590711,True,True,True,True,0.0737343976078124,0.0749995232521317,0.0386950880456493,0.0397003164080361,True,True,False
10.1073/pnas.1305735110,138,2013.0,https://DOI.org/10.1073/pnas.1305735110,tematdb,v1.1.6,True,True,True,0.993127147766323,True,299.687,878.33,301.451,880.632,300.0,878.0,302.0,880.0,302.0,878.0,578.0,578.0,576.0,0.428406526595221,0.4237651388476592,1.100674129605679,1.1288543573740455,2.0,0.0046413877475618,-0.0281802277683664,0.0344329821807747,0.0084481785160184,0.0063232586906322,True,True,True,True,0.0803745509071309,0.0812548721549111,0.0312835391099002,0.0305025904855194,True,True,False
10.1039/c4cp02091j,139,2014.0,https://DOI.org/10.1039/c4cp02091j,tematdb,v1.1.6,True,True,True,0.9156118143459916,True,322.779,757.793,299.975,773.309,324.0,756.0,300.0,772.0,324.0,756.0,432.0,472.0,432.0,0.3446471112477247,0.3782601382042672,0.5786330431373283,0.6763957031948178,-4.0,-0.0336130269565425,-0.0977626600574894,0.164738434114271,0.0474941914985349,0.0279567771333917,True,True,True,True,0.4779916289385658,0.4355162425952198,0.2847027767737994,0.2435533421282283,False,False,False
10.1016/j.jallcom.2015.04.073,140,2015.0,https://DOI.org/10.1016/j.jallcom.2015.04.073,tematdb,v1.1.6,True,True,True,0.996,True,300.84,801.3863333333334,300.647,798.743,302.0,800.0,302.0,798.0,302.0,798.0,498.0,496.0,496.0,0.503105887693869,0.434728403943432,1.8877810465335905,1.790880628749385,-1.0,0.068377483750437,0.0969004177842054,0.3840742302464319,0.1357198293611184,0.0738301142435145,True,True,True,True,0.7634063517064906,0.8834808739490799,0.2034527420177686,0.2144611003552147,False,False,False
10.1039/c5cp05151g,141,2015.0,https://DOI.org/10.1039/c5cp05151g,tematdb,v1.1.6,True,True,True,0.9859154929577464,True,301.247,724.057,299.881,721.655,302.0,724.0,300.0,720.0,302.0,720.0,422.0,420.0,418.0,0.8543418314570871,0.8537223884861245,1.629033413284133,1.6358871312821146,-3.0,0.0006194429709626,-0.0068537179979815,0.0384732888633545,0.0166234986630787,0.0131981314933676,True,True,True,True,0.0450326642647686,0.0450653390167942,0.0236172496829223,0.023518302777528,True,True,False
10.1021/jacs.5b07856,142,2015.0,https://DOI.org/10.1021/jacs.5b07856,tematdb,v1.1.6,True,True,True,0.9953271028037384,True,347.9739,772.27,347.9739,775.7909999999999,348.0,772.0,348.0,774.0,348.0,772.0,424.0,426.0,424.0,1.240999572237913,1.2488887857319615,1.904624561323791,1.926611586403004,1.0,-0.0078892134940484,-0.0219870250792129,0.0685439709421387,0.0240290179009129,0.0175967506045105,True,True,True,True,0.0552328723357513,0.0548839670315125,0.0359881796832956,0.0355774726083272,True,False,False
10.1016/j.physb.2007.02.067,143,2007.0,https://DOI.org/10.1016/j.physb.2007.02.067,tematdb,v1.1.6,True,True,True,0.97,True,325.0054,713.43,325.51489999999995,725.008,326.0,712.0,326.0,724.0,326.0,712.0,386.0,398.0,386.0,0.2351014890620634,0.2375306265271445,0.500268796,0.5107746583007169,6.0,-0.0024291374650811,-0.0105058623007169,0.036061815428568,0.0180174812377498,0.0138837634715769,True,True,True,True,0.153388290190915,0.1518196451372006,0.072084878603078,0.0706022016607894,True,False,False
10.1016/j.physb.2006.10.001,144,2007.0,https://DOI.org/10.1016/j.physb.2006.10.001,tematdb,v1.1.6,True,True,True,0.98,True,329.5136,720.765,320.769,720.952,330.0,720.0,322.0,720.0,330.0,720.0,390.0,398.0,390.0,0.2130613438476385,0.1998136543183059,0.5191571910389043,0.4808599635196299,-4.0,0.0132476895293325,0.0382972275192744,0.0383679674999741,0.0202144264459324,0.0172638198242605,True,True,True,True,0.1800794400668536,0.1920187468212428,0.073904336032011,0.0797903140430776,True,False,False
10.1021/jp103697s,145,2010.0,https://DOI.org/10.1021/jp103697s,tematdb,v1.1.6,True,True,True,0.98,True,325.8711,722.2429999999999,323.8388,717.29,326.0,722.0,324.0,716.0,326.0,716.0,396.0,392.0,390.0,0.5081116804925133,0.5028885164139852,0.7746876289620883,0.7861102732863421,-4.0,0.005223164078528,-0.0114226443242537,0.0222777853021726,0.0124699138700208,0.0111935539946387,True,True,True,True,0.043844269198021,0.0442996500716139,0.0287571202498999,0.0283392623900462,True,True,False
10.1002/aelm.201500228,146,2015.0,https://DOI.org/10.1002/aelm.201500228,tematdb,v1.1.6,True,True,True,0.9834254143646408,True,347.44719999999995,705.996,348.6794,708.0070000000001,348.0,704.0,350.0,708.0,350.0,704.0,356.0,358.0,354.0,0.9325470630396888,0.9193573172005396,1.6343068912979777,1.6012346932180823,3.0,0.0131897458391491,0.0330721980798953,0.0383154558735279,0.0117904710218668,0.0087569744399131,True,True,True,True,0.0410868870774592,0.0416763484193492,0.0234444681580566,0.0239286945479075,True,True,False
10.1007/s11664-015-4251-1,147,2016.0,https://DOI.org/10.1007/s11664-015-4251-1,tematdb,v1.1.6,True,True,True,0.98125,True,297.2286,611.971,293.0673,613.9269999999999,298.0,610.0,294.0,612.0,298.0,610.0,312.0,318.0,312.0,0.5134681673351278,0.5086327020185317,0.909032808054583,0.9068581930984272,-1.0,0.004835465316596,0.0021746149561557,0.0385823277786291,0.0126819119627218,0.0086493317903731,True,True,True,True,0.0751406420749885,0.075854988532026,0.0424432731544629,0.0425450506730345,True,True,False
10.1007/s13391-014-4149-8,148,2014.0,https://DOI.org/10.1007/s13391-014-4149-8,tematdb,v1.1.6,True,True,True,0.970954356846473,True,301.497,769.97,295.509,777.545,302.0,768.0,296.0,776.0,302.0,768.0,466.0,480.0,466.0,0.689851871574132,0.6867289785047219,1.271750595786167,1.2516805699966462,1.0,0.00312289306941,0.0200700257895207,0.0207250572417972,0.0114094173108828,0.0101463348832713,True,True,True,True,0.0300427643901378,0.0301793835567036,0.0162964792864795,0.016557784580656,True,True,False
10.1021/ic5010243,149,2014.0,https://DOI.org/10.1021/ic5010243,tematdb,v1.1.6,True,True,True,0.9950248756218906,True,323.12239094422966,723.17760905577,321.9305,722.337,324.0,722.0,322.0,722.0,324.0,722.0,398.0,400.0,398.0,1.2916140025604352,1.28599675208629,1.75375,1.754380146325835,-1.0,0.0056172504741451,-0.0006301463258351,0.0363147698190347,0.0145112004274817,0.0118578973578221,True,True,True,True,0.0281158068486761,0.028238617057252,0.020706925057183,0.0206994874486513,True,True,False
10.1039/c4ta00072b,150,2014.0,https://DOI.org/10.1039/c4ta00072b,tematdb,v1.1.6,True,True,True,0.995575221238938,True,315.8423,766.172,315.6337,765.797,316.0,766.0,316.0,764.0,316.0,764.0,450.0,448.0,448.0,0.6516618071228174,0.6505275736469893,0.8043348438538206,0.796607132931372,-1.0,0.001134233475828,0.0077277109224486,0.0156770827152525,0.0072106895505808,0.0060105737075555,True,True,True,True,0.0240570838184751,0.0240990287734671,0.0194907417415099,0.0196798171484652,True,True,True
10.1557/jmr.2015.124,151,2015.0,https://DOI.org/10.1557/jmr.2015.124,tematdb,v1.1.6,True,True,True,0.9813829787234044,True,76.6037,815.871,77.1271,828.621,78.0,814.0,78.0,828.0,78.0,814.0,736.0,750.0,736.0,0.4304355998611658,0.4020688506144095,1.6488698628806977,1.6521242548195214,7.0,0.0283667492467563,-0.0032543919388237,0.1927174805295686,0.0528200091718392,0.0304115362296758,True,True,True,True,0.4477266299342536,0.4793146254306276,0.1168785268431536,0.1166482968622848,False,False,False
10.1021/ja504896a,152,2014.0,https://DOI.org/10.1021/ja504896a,tematdb,v1.1.6,True,True,True,0.9955555555555556,True,322.269,771.396,322.128,773.775,324.0,770.0,324.0,772.0,324.0,770.0,446.0,448.0,446.0,0.930156730713344,0.985589600739095,1.9108892725484328,1.997512038231084,1.0,-0.0554328700257509,-0.0866227656826512,0.2274457112859691,0.0915184272043413,0.0628295827788369,True,True,True,True,0.2445240718857556,0.2307712166559055,0.1190261071394467,0.1138645009055294,False,False,False
10.1557/PROC-1267-DD04-11,153,2010.0,https://DOI.org/10.1557/PROC-1267-DD04-11,tematdb,v1.1.6,True,True,True,0.987878787878788,True,324.861,650.235,320.046,651.708,326.0,650.0,322.0,650.0,326.0,650.0,324.0,328.0,324.0,0.5292382908966207,0.5223157899853081,0.9680207321009706,0.9632084122152568,-2.0,0.0069225009113125,0.0048123198857138,0.0367155875622257,0.016138322614977,0.0131196672592768,True,True,True,True,0.0693743974949794,0.0702938495565268,0.0379285136616227,0.0381180096608422,True,True,False
10.1088/0022-3727/45/11/115302,154,2012.0,https://DOI.org/10.1088/0022-3727/45/11/115302,tematdb,v1.1.6,True,True,True,1.0,True,317.358,599.653,316.659,599.186,318.0,598.0,318.0,598.0,318.0,598.0,280.0,280.0,280.0,0.3490729159806138,0.3483905310929737,0.4288229322852445,0.4368036395029126,0.0,0.0006823848876401,-0.0079807072176681,0.0275371311981125,0.0098791267869458,0.0067864913406423,True,True,True,True,0.0788864731047819,0.0790409863084475,0.0642156217051269,0.0630423574983259,True,True,False
