sample_id,doi,doilink,fraction_Ts_TEPZToverTEPZTex,is_temperature_range_valid,autoTc,autoTh,ztTc,ztTh,Tc_ofTEP,Th_ofTEP,Tc_ofZT,Th_ofZT,Tc_ofTEPZT,Th_ofTEPZT,deltaT_ofTEP,deltaT_ofZT,deltaT_ofTEPZT,avg_ZT_ofRawFig,avg_ZT_ofTEPEval,peak_ZT_ofRawFig,peak_ZT_ofTEPEval,d_Tmid,d_avgZT,d_peakZT,errdZT_Linf,errdZT_L2,errdZT_L1,is_avg_ZT_ofRawFig_positiveFinite,is_avg_ZT_ofTEPEval_positiveFinite,ispeak_ZT_ofRawFig_positiveFinite,is_peak_ZT_ofTEPEval_positiveFinite,errdZT_Linf_over_avg_ZT_ofRawFig,errdZT_Linf_over_avg_ZT_ofTEPEval,errdZT_Linf_over_peak_ZT_ofRawFig,errdZT_Linf_over_peak_ZT_ofTEPEval
12,10.1126/science.aaa4166,https://doi.org/10.1126/science.aaa4166,1.0,True,300.0,479.726,299.371,479.874,300,478,300,478,300,478,178,178,178,1.4336660698709343,1.411485930557123,1.85714,1.8468809745672865,0.0,0.022180139313811242,0.010259025432713509,0.039110746386950446,0.025245522391371508,0.02281474849470518,True,True,True,True,0.027280234364806717,0.027708916922404726,0.021059665069381117,0.02117664696617164
13,10.1038/ncomms10287,https://doi.org/10.1038/ncomms10287,0.9828571428571429,True,305.302,650.546,300.393346782615,649.925525392842,306,650,302,648,306,648,344,346,342,0.6634437201845014,0.6939007854459572,0.994876033057851,1.0765383897902807,-3.0,-0.030457065261455862,-0.08166235673242972,0.09061224820748548,0.037474425866691544,0.028628836536661404,True,True,True,True,0.13657865083459758,0.13058386747501757,0.09107893365264783,0.08417001109002491
14,10.1002/aenm.201100149,https://doi.org/10.1002/aenm.201100149,1.0,True,302.56179999999995,522.509,302.4057,523.681,304,522,304,522,304,522,218,218,218,0.9790948448188098,0.9664400515490977,1.0597071248237115,1.0576010395725826,0.0,0.012654793269712084,0.0021060852511289863,0.02048935227603943,0.01350157130799428,0.012654793269712281,True,True,True,True,0.020926830923955243,0.0212008517685057,0.019334919805741566,0.019373422972730783
15,10.1103/PhysRevLett.108.166601,https://doi.org/10.1103/PhysRevLett.108.166601,0.9959677419354839,True,303.274,797.033,300.494,797.497,304,796,302,796,304,796,492,494,492,1.0186507825822646,1.0256278749224008,1.332909227742511,1.3654889218417423,-1.0,-0.006977092340136215,-0.03257969409923134,0.032848305399792777,0.01244979192285112,0.009690621290345156,True,True,True,True,0.03224687592790417,0.032027508419930656,0.024644067815050307,0.024056076087008955
16,10.1038/am.2016.67,https://doi.org/10.1038/am.2016.67,1.0,True,322.815,572.579,322.296,573.39,324,572,324,572,324,572,248,248,248,0.9873130418657855,0.9837637535860219,1.1037112932259592,1.0914866963976666,0.0,0.0035492882797636405,0.012224596828292578,0.012451919424977476,0.00487188377962475,0.003873430303101518,True,True,True,True,0.012611926407298668,0.012657428553946677,0.011281862839857918,0.011408219143736414
17,10.1038/nature09996,https://doi.org/10.1038/nature09996,0.9927272727272727,True,299.87,847.42,301.101,849.358,300,846,302,848,302,846,546,546,544,0.972075545507758,0.9656234347835578,1.7532852151114782,1.779639254918565,2.0,0.006452110724200155,-0.026354039807086727,0.028084489703920967,0.008289028619937145,0.006345334895448504,True,True,True,True,0.02889126244735557,0.029084308325860005,0.016018209394491063,0.015781001473361013
18,10.1039/c0ee00456a,https://doi.org/10.1039/c0ee00456a,0.995575221238938,True,300.043,750.0,298.886,750.139,302,750,300,750,302,750,448,450,448,0.8231278321964098,0.8392139090593105,1.4853504206103132,1.552553372229571,-1.0,-0.016086076862900645,-0.06720295161925782,0.06720295161925782,0.019494085225067074,0.014009198292673082,True,True,True,True,0.08164339606879222,0.08007845305446235,0.04524383652959475,0.043285437281135056
19,10.1126/science.1156446,https://doi.org/10.1126/science.1156446,1.0,True,299.6765,524.581,298.7254,524.429,300,524,300,524,300,524,224,224,224,1.2369748587418126,1.2348868767013508,1.4401192292268206,1.433829873015852,0.0,0.002087982040461789,0.006289356210968489,0.021136761330188047,0.010177320404089344,0.008807271516205186,True,True,True,True,0.01708746235286243,0.017116354322793435,0.01467709124440764,0.01474147088714922
20,10.1038/nature08088,https://doi.org/10.1038/nature08088,0.9685863874345549,True,323.266219239373,693.50445259298,323.406720741599,705.793742757821,324,692,324,704,324,692,368,380,368,0.44902532094293124,0.4503618034835994,1.4665956521739154,1.4688272785491892,6.0,-0.001336482540668149,-0.002231626375273743,0.09486530908512258,0.0463506559928883,0.03419334181931287,True,True,True,True,0.21126939764980307,0.21064243981467504,0.06468402449203023,0.064585748420212
23,10.1073/pnas.1403601111,https://doi.org/10.1073/pnas.1403601111,0.9646017699115044,True,321.362,758.673,322.311,773.87,322,758,324,772,324,758,436,448,434,1.1210018581702508,1.0460693383919681,2.008182502621461,1.935987177783733,8.0,0.07493251977828264,0.07219532483772806,0.07443771320275361,0.04623757300755396,0.04251273408625621,True,True,True,True,0.06640284550844025,0.07115944466662244,0.037067205348907964,0.03844948667891899
25,10.1021/ja306527n,https://doi.org/10.1021/ja306527n,0.9936507936507937,True,303.361344537815,929.508196721311,300.898876404494,930.112359550561,304,928,302,930,304,928,624,628,624,0.5451543278960901,0.5423793966788647,1.3049976220672113,1.263356522037333,0.0,0.002774931217225385,0.0416411000298782,0.07837599091764347,0.04372000172010328,0.03926056422849205,True,True,True,True,0.14376844667109098,0.14450399738183417,0.060058340024781186,0.06203790422615747
26,10.1021/ja301772w,https://doi.org/10.1021/ja301772w,1.0,True,303.903345724907,931.114551083591,303.098106712564,930.464716006884,304,930,304,930,304,930,626,626,626,0.6019369064742905,0.48542420273283904,1.2189610389610304,1.0351524359506272,0.0,0.1165127037414515,0.18380860301040314,0.188516019217564,0.12532865171998261,0.11651270374145146,True,True,True,True,0.31318235713731857,0.38835315206011023,0.15465303089444418,0.18211425937904616
27,10.1038/nature13184,https://doi.org/10.1038/nature13184,0.9910979228486647,True,302.681,970.094,298.676,972.848,304,970,300,972,304,970,666,672,666,0.9576154382805215,0.9471712168781505,2.6167583726058967,2.6639105614414302,-1.0,0.010444221402371001,-0.047152188835533515,0.23272843381148078,0.056111787536510506,0.03495713455415266,True,True,True,True,0.24302911639495298,0.24570893800863913,0.0889376857442586,0.08736345625866375
28,10.1126/science.aad3749,https://doi.org/10.1126/science.aad3749,0.9915254237288136,True,304.526748971193,772.839506172839,300.816326530612,773.061224489795,306,772,302,772,306,772,466,470,466,1.5410444719346854,1.506646524978219,2.046777863285042,2.008977221073179,-2.0,0.03439794695646636,0.03780064221186308,0.07841424471279401,0.04446487626581889,0.04133088258530076,True,True,True,True,0.05088382985751853,0.0520455484500106,0.03831106741937327,0.03903192325441389
31,10.1016/j.jssc.2006.12.010,https://doi.org/10.1016/j.jssc.2006.12.010,1.0,True,319.179986101459,504.663212435233,318.905472636815,504.975124378109,320,504,320,504,320,504,184,184,184,0.7471637982319813,0.746226088001313,0.8556263298321453,0.8543622602550182,0.0,0.0009377102306683538,0.0012640695771271027,0.0020121572356998074,0.0010716158641039429,0.0009494156738260004,True,True,True,True,0.0026930603978152965,0.002696444506636261,0.00235167755542837,0.002355156974161288
32,10.1016/j.jallcom.2007.05.063,https://doi.org/10.1016/j.jallcom.2007.05.063,1.0,True,319.691,533.2265812650136,318.13,533.31,320,532,320,532,320,532,212,212,212,0.7568141634127707,0.7515941357054796,0.8630068051768766,0.8586792369204652,0.0,0.0052200277072911305,0.0043275682564113405,0.012172347582352527,0.0059259052332170355,0.005330333098865596,True,True,True,True,0.01608366778901528,0.01619537327939237,0.014104578908688626,0.01417566311025171
33,10.3938/jkps.66.1726,https://doi.org/10.3938/jkps.66.1726,1.0,True,322.943,522.747,323.131,523.067,324,522,324,522,324,522,198,198,198,0.6686425590159754,0.6806453545202674,0.7287410215128938,0.7433128012797604,0.0,-0.012002795504292063,-0.014571779766866633,0.021481660802722402,0.013304377154409134,0.012002795504292174,True,True,True,True,0.032127271160149344,0.03156072492092907,0.029477770797265764,0.02889989351150345
34,10.1063/1.3427427,https://doi.org/10.1063/1.3427427,1.0,True,302.9594,512.7439999999999,303.189,512.843,304,512,304,512,304,512,208,208,208,1.3769248256840247,1.3701371639517599,1.8010877654145547,1.7840280627866432,0.0,0.00678766173226486,0.017059702627911566,0.01839789226371935,0.008185714263106995,0.007227488150255094,True,True,True,True,0.013361580763553812,0.013427774056325873,0.010214878262461976,0.010312557659537
35,10.1039/c3ra23197f,https://doi.org/10.1039/c3ra23197f,0.9587628865979382,True,324.117,511.756,316.916,511.789,326,510,318,510,326,510,184,192,184,0.3097639040905994,0.330946660467033,0.4797684578281282,0.5268282452546417,-4.0,-0.02118275637643363,-0.047059787426513455,0.047059787426513455,0.019585717951323207,0.014486417056452532,True,True,True,True,0.151921469238551,0.14219749901722087,0.09808853970840264,0.08932662181726261
36,https://www.semanticscholar.org/paper/Enhancing-Figure-of-Merit-of-Bi0.5Sb1.5Te3-Through-Hsu-Huang/a428cd2a5d6376394266fafcd74b6afa30b73121,https://doi.org/https://www.semanticscholar.org/paper/Enhancing-Figure-of-Merit-of-Bi0.5Sb1.5Te3-Through-Hsu-Huang/a428cd2a5d6376394266fafcd74b6afa30b73121,1.0,True,301.296,400.312,300.675,400.745,302,400,302,400,302,400,98,98,98,1.2882797485579376,1.2810439060718068,1.4173684092180905,1.40855484916725,0.0,0.007235842486130739,0.008813560050840552,0.009794405140355344,0.007490983268191686,0.007235842486130886,True,True,True,True,0.007602700540250604,0.007645643598890306,0.006910274757540669,0.006953513486639078
37,10.1002/aenm.201401391,https://doi.org/10.1002/aenm.201401391,1.0,True,300.228,500.0,300.286,500.874,302,500,302,500,302,500,198,198,198,0.9609767301786971,0.9573806600449867,1.2259229219562957,1.2284807006253835,0.0,0.0035960701337104384,-0.0025577786690877957,0.011480602889070601,0.00565034328656771,0.004728044969836403,True,True,True,True,0.011946806336232242,0.011991680392343768,0.009364865183163519,0.009345366909896234
38,10.1002/aenm.201500411,https://doi.org/10.1002/aenm.201500411,1.0,True,299.282,530.312,298.948,531.018,300,530,300,530,300,530,230,230,230,1.0175021356495573,1.0157013305788494,1.1868629728601252,1.1947101619217488,0.0,0.0018008050707079004,-0.007847189061623627,0.015235867228432731,0.0055259161585043005,0.004064767428724697,True,True,True,True,0.014973793857156274,0.015000341901442418,0.012837090360749098,0.012752772776223067
39,10.1007/s11664-012-2280-6,https://doi.org/10.1007/s11664-012-2280-6,0.9850746268656716,True,310.07,442.958,309.366,443.451,312,442,310,442,312,442,130,132,130,1.253003887991654,1.2444484903623465,1.4700610653643875,1.4631503760354267,-1.0,0.00855539762930757,0.006910689328960773,0.011500008275846518,0.006090030184943918,0.005527196622035203,True,True,True,True,0.009177950991260704,0.009241048034457463,0.007822809913679323,0.007859758275159048
40,10.1039/c3ta12623d,https://doi.org/10.1039/c3ta12623d,0.978021978021978,True,300.0,479.094,301.141,480.803,300,478,302,480,302,478,178,178,176,0.7399642290871248,0.753275399985738,0.7999155466620063,0.8031725432310417,2.0,-0.013311170898613223,-0.003256996569035442,0.02549051742131836,0.015360470149462253,0.013974529234589786,True,True,True,True,0.03444831036327981,0.03383957238189509,0.03186651081815896,0.03173728688330637
41,10.1002/adfm.201402663,https://doi.org/10.1002/adfm.201402663,1.0,True,298.396,472.765,298.022,472.995,300,472,300,472,300,472,172,172,172,0.48064365839433537,0.48076623248668704,0.7658911611022788,0.761234637170931,0.0,-0.00012257409235166827,0.004656523931347856,0.006098298372065658,0.001895679475138177,0.0013391323383856164,True,True,True,True,0.01268777454057746,0.012684539720111326,0.007962356378795285,0.008011062653073048
42,10.1063/1.1863440,https://doi.org/10.1063/1.1863440,0.99,True,308.446,507.798,307.771,507.904,310,506,308,506,310,506,196,198,196,0.8990364829954445,0.8894639254340285,1.0087684735481304,1.0062136136574136,-1.0,0.00957255756141595,0.0025548598907167985,0.023759522379335984,0.013209988021034189,0.011735660816350336,True,True,True,True,0.026427762197339413,0.026712182135708466,0.023552998534705268,0.023612801553115747
43,10.3365/eml.2010.12.201,https://doi.org/10.3365/eml.2010.12.201,1.0,True,322.923,572.727,322.826,573.098,324,572,324,572,324,572,248,248,248,0.9247596717170137,0.905696757850272,1.203484218304843,1.1775443677562167,0.0,0.019062913866741638,0.025939850548626353,0.02758242303937397,0.019904621623778245,0.019062913866741624,True,True,True,True,0.029826585093358705,0.030454368750135068,0.022918807425846385,0.02342368049531045
44,10.1007/s11664-012-2356-3,https://doi.org/10.1007/s11664-012-2356-3,0.9801980198019802,True,321.158,520.256,319.265,519.368,322,520,320,518,322,518,198,198,196,1.0714299515401864,1.0641798595925693,1.229782129718048,1.222780068300915,-2.0,0.0072500919476170544,0.00700206141713311,0.017346530677374794,0.009897582587213294,0.0083039591519303,True,True,True,True,0.016190074444380673,0.01630037490468582,0.014105368957794037,0.014186141177029698
45,10.1039/c3ce40643a,https://doi.org/10.1039/c3ce40643a,0.9651162790697675,True,298.947,464.561,296.842,468.772,300,464,298,468,300,464,164,170,164,0.21751582435811487,0.21765468423813433,0.2440548572415579,0.2420345674187199,1.0,-0.00013885988001946514,0.0020202898228380006,0.00490067029178598,0.002087880124507294,0.001687239732293999,True,True,True,True,0.02253017823529744,0.022515804375816666,0.020080199784491277,0.020247811476068286
46,10.1021/nl101156v,https://doi.org/10.1021/nl101156v,0.9912280701754386,True,297.7979,523.636,296.6242,525.497,298,522,298,524,298,522,224,226,224,0.8959569829391736,0.8914907554251311,1.0362489636752927,1.0475391524151654,1.0,0.0044662275140424645,-0.011290188739872642,0.019582733532695018,0.01134222492511942,0.010334241371475355,True,True,True,True,0.021856778735575174,0.02196627773594407,0.01889771108985277,0.018694034955682403
47,10.1007/s11664-013-2822-6,https://doi.org/10.1007/s11664-013-2822-6,0.9900990099009901,True,323.692,522.868,321.45,523.71,324,522,322,522,324,522,198,200,198,0.8324753720033083,0.8341205552998988,0.8919583748760265,0.8956184958703047,-1.0,-0.001645183296590469,-0.0036601209942782598,0.0067128342465897495,0.002419592407770176,0.002086040589760151,True,True,True,True,0.008063703110442374,0.008047798611288537,0.0075259501291445,0.007495193854908776
48,10.3938/jkps.64.1416,https://doi.org/10.3938/jkps.64.1416,1.0,True,322.608,523.132,322.611,522.93,324,522,324,522,324,522,198,198,198,0.5621439390767752,0.5648149689167531,0.596997682,0.602648867824875,0.0,-0.002671029839977912,-0.005651185824875005,0.008566377413107062,0.004156614372990765,0.003577058881715197,True,True,True,True,0.015238761494388546,0.01516669685567353,0.014349096606889442,0.014214541618613616
49,10.3938/jkps.65.696,https://doi.org/10.3938/jkps.65.696,1.0,True,322.75,522.767,322.202,523.168,324,522,324,522,324,522,198,198,198,1.0687699010048626,1.0772643788200775,1.137301694255112,1.1773468435826435,0.0,-0.008494477815214951,-0.04004514932753156,0.04004514932753156,0.017039825281773804,0.012714917228132975,True,True,True,True,0.03746844787627432,0.037173000532508854,0.03521066532285399,0.034013043433891534
51,10.3938/jkps.64.1692,https://doi.org/10.3938/jkps.64.1692,0.9900990099009901,True,322.861,522.345,321.687,522.443,324,522,322,522,324,522,198,200,198,0.8360211355388261,0.8411048198209602,0.9016736216322362,0.8952185918305435,-1.0,-0.005083684282134127,0.006455029801692658,0.026164076965845884,0.013579998334832614,0.011231570443934046,True,True,True,True,0.031295951565845054,0.03110679709505795,0.029017236767426888,0.029226467373008377
52,10.1002/aenm.201100338,https://doi.org/10.1002/aenm.201100338,1.0,True,303.1442,422.846,302.8046,423.011,304,422,304,422,304,422,118,118,118,0.43172685911113884,0.4322189595305899,0.4523817485497213,0.4522061755362058,0.0,-0.0004921004194510803,0.00017557301351550647,0.0016848425047581994,0.0007497597531391218,0.0006037830091552565,True,True,True,True,0.003902565868213617,0.0038981226242088443,0.0037243821399947975,0.003725828164023609
53,10.1063/1.4749806,https://doi.org/10.1063/1.4749806,0.990909090909091,True,307.27,525.887,307.009,526.635,308,524,308,526,308,524,216,218,216,0.8136465547493802,0.846160917472273,0.869643,0.904710631660691,1.0,-0.032514362722892765,-0.035067631660690934,0.049472567075196094,0.03190494217182415,0.03130321061327808,True,True,True,True,0.06080351079521827,0.058467090660467916,0.0568883634723629,0.054683304632315445
54,10.1002/adma.201203764,https://doi.org/10.1002/adma.201203764,1.0,True,305.393,479.341,304.462,479.716,306,478,306,478,306,478,172,172,172,0.6447689311560741,0.64106446313478,0.7056697185332012,0.7029108346307648,0.0,0.003704468021294094,0.002758883902436393,0.007924114840372032,0.0045015982008610065,0.003847836372927475,True,True,True,True,0.012289852158608281,0.012360870545878368,0.011229211956045142,0.01127328595601251
55,10.3390/ma8030959,https://doi.org/10.3390/ma8030959,0.9782608695652174,True,302.305,483.954,302.693,486.858,304,482,304,486,304,482,178,182,178,0.9480567707016047,0.9480570236235825,1.0972052279544091,1.0914872882080822,2.0,-2.5292197780579784e-07,0.00571793974632695,0.029211744064126965,0.013141463524369292,0.009492624892192368,True,True,True,True,0.03081223083561648,0.030812222615551475,0.02662377403960088,0.026763247157998975
56,10.1063/1.4916947,https://doi.org/10.1063/1.4916947,0.9836065573770492,True,84.0906,324.735,82.8027,327.675,86,324,84,326,86,324,238,242,238,0.5926778501954714,0.6019059091874792,0.9625348227313166,0.9577813743639756,0.0,-0.009228058992007848,0.00475344836734104,0.04788227568654102,0.015698709373869874,0.009788705724554357,True,True,True,True,0.08078971682634832,0.07955109753146956,0.04974601911094384,0.04999290753418308
57,10.1063/1.4916947,https://doi.org/10.1063/1.4916947,0.9921259842519685,True,84.0541,337.772,85.0543,339.402,86,336,86,338,86,336,250,252,250,0.5382452237287405,0.5433660059058043,1.0283408932076197,1.0436403740199736,1.0,-0.0051207821770637985,-0.015299480812353883,0.029620027654220227,0.013273940714356653,0.010343797773117901,True,True,True,True,0.055030730136395666,0.054512110312905794,0.02880370492884796,0.02838145053753291
59,10.1038/srep03212,https://doi.org/10.1038/srep03212,0.9823008849557522,True,22.3116313094367,466.498559077809,21.4117,472.265,24,466,22,472,24,466,442,450,442,0.47379994426741223,0.44247067025771625,0.9424044264857436,0.9071826773292612,2.0,0.031329274009695984,0.03522174915648246,0.0798112524360608,0.03601706246005509,0.028627131587909162,True,True,True,True,0.16844926514177766,0.18037636797389278,0.08468896175889105,0.08797704633318673
60,10.1039/c4nr00191e,https://doi.org/10.1039/c4nr00191e,0.9920634920634921,True,47.626,299.456,49.0644,299.448,48,298,50,298,50,298,250,248,248,0.12982733746652153,0.12776720044422107,0.310977117798935,0.3101955674812833,1.0,0.0020601370223004567,0.0007815503176517025,0.004434867518871597,0.0018403108342588833,0.001467597493859404,True,True,True,True,0.03415973557969031,0.034710532151072004,0.014261073452159911,0.014297004805328787
62,10.1021/nl203389x,https://doi.org/10.1021/nl203389x,0.98,True,300.085,400.0,301.483,399.897,302,400,302,398,302,398,98,96,96,0.5323352708249459,0.5455337920056726,0.6143636439512477,0.6385739460971399,-1.0,-0.01319852118072673,-0.02421030214589226,0.02006846757607683,0.013095429613410424,0.011299742525798736,True,True,True,True,0.03769892523743027,0.036786845966579745,0.03266545436674529,0.03142700653343601
63,10.1016/j.jallcom.2013.03.062,https://doi.org/10.1016/j.jallcom.2013.03.062,0.9927007299270073,True,299.721,571.634,298.462,573.333,300,570,300,572,300,570,270,272,270,0.7452207443484631,0.7529447074314859,1.143378197659945,1.153975191341035,1.0,-0.007723963083022811,-0.010596993681089906,0.015529552740273345,0.006725710320541939,0.005524799411763868,True,True,True,True,0.02083886265652821,0.020625090510628837,0.013582166226412538,0.013457440729056268
65,10.1039/c4ta01554a,https://doi.org/10.1039/c4ta01554a,0.9841269841269841,True,300.0,548.382,300.714,550.714,300,548,302,550,302,548,248,248,246,0.9821904172497362,0.9866922467155582,1.276235198,1.2737528114137655,2.0,-0.004501829465822005,0.002482386586234453,0.009326033402745848,0.0037982567560012636,0.003126903398876642,True,True,True,True,0.009495137845938247,0.009451815835981064,0.007307456664226752,0.007321697992874052
66,10.1063/1.2425007,https://doi.org/10.1063/1.2425007,1.0,True,300.484,419.587,300.396,419.863,302,418,302,418,302,418,116,116,116,1.2404445076218138,1.242505666399411,1.3582211233370012,1.3746204850388537,0.0,-0.0020611587775971607,-0.01639936170185252,0.02091474501580981,0.008918821624754483,0.007317252937697378,True,True,True,True,0.016860685735880003,0.016832716003957957,0.01539863035293146,0.015214923132197215
67,10.1088/0957-4484/24/28/285702,https://doi.org/10.1088/0957-4484/24/28/285702,1.0,True,300.0,498.889,300.0,499.457,300,498,300,498,300,498,198,198,198,1.0248571871781735,1.0191634341063263,1.159146464920351,1.1522378823146977,0.0,0.005693753071847274,0.006908582605653191,0.014512418736668087,0.007446462301406127,0.006528762473484579,True,True,True,True,0.01416043027090083,0.014239540245469648,0.012519918039576894,0.012594984906688282
68,10.1002/pssa.201228589,https://doi.org/10.1002/pssa.201228589,1.0,True,372.605,472.889,372.825,473.317,374,472,374,472,374,472,98,98,98,0.6675026517354767,0.6583187266731453,0.8491666547857432,0.840663226149171,0.0,0.009183925062331455,0.008503428636572163,0.022823355318864147,0.010900650166010526,0.009205391032234023,True,True,True,True,0.03419215677948912,0.034669157042217826,0.026877356983150504,0.02714922528895569
69,10.1103/PhysRevB.90.085118,https://doi.org/10.1103/PhysRevB.90.085118,0.7866666666666666,True,124.107866061082,361.875806145125,99.5062,399.552,126,360,100,398,126,360,234,298,234,0.31404342732884044,0.40674012241064755,0.4611987973505119,0.5104076984507215,6.0,-0.09269669508180711,-0.049208901100209645,0.08345810800405873,0.04928794178974888,0.04614685423603379,True,True,True,True,0.26575339822880056,0.20518779290674172,0.18095907552991822,0.1635126355997085
70,10.1103/PhysRevB.85.125207,https://doi.org/10.1103/PhysRevB.85.125207,0.8546255506607929,True,186.082,574.113,121.158,575.501,188,574,122,574,188,574,386,452,386,0.39106851923958486,0.40037138289533086,0.5543503800086703,0.5386048794943347,-33.0,-0.009302863655746008,0.015745500514335653,0.11063032615868629,0.04618046409897971,0.037785404764421555,True,True,True,True,0.28289243627638955,0.2763192647752459,0.19956751207955511,0.20540164111129253
71,10.1021/nl202935k,https://doi.org/10.1021/nl202935k,1.0,True,300.146,400.286,300.349,400.404,302,400,302,400,302,400,98,98,98,0.770760636440497,0.7738678618858786,0.9536436497835896,0.9555020006308356,0.0,-0.0031072254453816672,-0.0018583508472459487,0.01568145217579331,0.007521571025158231,0.00590849018267572,True,True,True,True,0.02034542429179169,0.020263733575365653,0.016443723165725375,0.01641174185448089
